qseqid	hogid	overlap	family-score	subfamily-score	qseqlen	subfamily-medianseqlen
tr|A7ENI5|A7ENI5_SCLS1	HOG:D0671412.4c	0.9938587512794268	0.9911255430654982	0.9911255430654982	978	917
tr|A7ENI6|A7ENI6_SCLS1	HOG:D0899993.8d.23g	1.0	0.9991628370539423	0.9991628370539423	412	410
tr|A7ENI7|A7ENI7_SCLS1	HOG:D0418407.2a	1.0	0.9999026967046384	0.9999026967046384	116	116
tr|A7ENI8|A7ENI8_SCLS1	HOG:D0373917	0.3548387096774194	0.052614187301987914	0.052614187301987914	63	226
tr|A7ENI9|A7ENI9_SCLS1	HOG:D0687990.3a	0.15517241379310345	0.07429641465856575	0.07429641465856575	59	440
tr|A7ENJ0|A7ENJ0_SCLS1	na	na	na	na	90	na
tr|A7ENJ1|A7ENJ1_SCLS1	HOG:D0680176.6c.21a	0.7253521126760564	0.0639244124755194	0.007802311373985453	285	1044
tr|A7ENJ2|A7ENJ2_SCLS1	na	na	na	na	88	na
tr|A7ENJ3|A7ENJ3_SCLS1	HOG:D0352912	0.12162162162162163	0.05781126532333777	0.05781126532333777	75	1012
tr|A7ENJ4|A7ENJ4_SCLS1	HOG:D0680247.2b.6a	1.0	0.9986951426671816	0.9986951426671816	630	635
tr|A7ENJ5|A7ENJ5_SCLS1	na	na	na	na	379	na
tr|A7ENJ6|A7ENJ6_SCLS1	HOG:D0433928	0.7526881720430108	0.05814585487701358	0.05814585487701358	94	1841
tr|A7ENJ7|A7ENJ7_SCLS1	na	na	na	na	273	na
tr|A7ENJ8|A7ENJ8_SCLS1	na	na	na	na	211	na
tr|A7ENJ9|A7ENJ9_SCLS1	na	na	na	na	293	na
tr|A7ENK0|A7ENK0_SCLS1	na	na	na	na	210	na
tr|A7ENK1|A7ENK1_SCLS1	na	na	na	na	667	na
tr|A7ENK2|A7ENK2_SCLS1	na	na	na	na	267	na
tr|A7ENK3|A7ENK3_SCLS1	HOG:D0429041.2h	1.0	0.9999599344192381	0.9999599344192381	514	513
tr|A7ENK4|A7ENK4_SCLS1	na	na	na	na	398	na
tr|A7ENK5|A7ENK5_SCLS1	HOG:D0909620.1bb.80a	1.0	0.999968075359668	0.999968075359668	634	550
tr|A7ENK6|A7ENK6_SCLS1	HOG:D0393536	1.0	0.9998911272514053	0.9998911272514053	345	322
tr|A7ENK7|A7ENK7_SCLS1	HOG:D0430550.2b	0.6790123456790124	0.3286926305070984	0.2497820255735299	82	179
tr|A7ENK8|A7ENK8_SCLS1	na	na	na	na	844	na
tr|A7ENK9|A7ENK9_SCLS1	HOG:D0428666	1.0	0.99727766886746	0.99727766886746	346	343
tr|A7ENL0|A7ENL0_SCLS1	HOG:D0425641	0.3333333333333333	0.2725438049705643	0.2725438049705643	61	118
tr|A7ENL1|A7ENL1_SCLS1	HOG:D0681147.4c.27a.22b	1.0	0.9996409513381999	0.9996409513381999	322	299
tr|A7ENL2|A7ENL2_SCLS1	HOG:D0680278	1.0	0.9991069314789505	0.9991069314789505	157	159
tr|A7ENL3|A7ENL3_SCLS1	na	na	na	na	672	na
tr|A7ENL4|A7ENL4_SCLS1	HOG:D0408710.2a	0.1323529411764706	0.06342977634573532	0.06342977634573532	69	895
tr|A7ENL5|A7ENL5_SCLS1	HOG:D0426182	1.0	0.9974864400253173	0.9974864400253173	790	769
tr|A7ENL6|A7ENL6_SCLS1	HOG:D0679409.10w	1.0	0.9984461461593995	0.9984461461593995	484	456
tr|A7ENL7|A7ENL7_SCLS1	HOG:D0671401.4a.1a	1.0	0.9994804078733723	0.9994804078733723	238	238
tr|A7ENL8|A7ENL8_SCLS1	HOG:D0430001.3c	1.0	0.9995956904607812	0.9995956904607812	455	534
tr|A7ENL9|A7ENL9_SCLS1	HOG:D0433998	0.6727272727272727	0.05654215367865506	0.05654215367865506	56	1223
tr|A7ENM0|A7ENM0_SCLS1	HOG:D0417470	0.35294117647058826	0.06184154034652057	0.06184154034652057	69	1128
tr|A7ENM1|A7ENM1_SCLS1	na	na	na	na	254	na
tr|A7ENM2|A7ENM2_SCLS1	HOG:D0431912.1a.3b	1.0	0.9999662863745117	0.9999662863745117	202	201
tr|A7ENM3|A7ENM3_SCLS1	na	na	na	na	433	na
tr|A7ENM4|A7ENM4_SCLS1	HOG:D0681134.2k.19b	1.0	0.9998420769269556	0.9998420769269556	3169	3168
tr|A7ENM5|A7ENM5_SCLS1	HOG:D0426614	0.9736842105263158	0.9982436242601513	0.9982436242601513	533	532
tr|A7ENM6|A7ENM6_SCLS1	HOG:D0680479.9a	1.0	0.998726187299318	0.998726187299318	265	262
tr|A7ENM7|A7ENM7_SCLS1	HOG:D0413950	0.16326530612244897	0.06664402361115312	0.06664402361115312	50	2034
tr|A7ENM8|A7ENM8_SCLS1	na	na	na	na	190	na
tr|A7ENM9|A7ENM9_SCLS1	HOG:D0683402.5g	0.20512820512820512	0.0880632841364105	0.0880632841364105	40	422
tr|A7ENN0|A7ENN0_SCLS1	na	na	na	na	518	na
tr|A7ENN1|A7ENN1_SCLS1	HOG:D0415773.1g	1.0	0.9999978949559799	0.9999978949559799	212	211
tr|A7ENN2|A7ENN2_SCLS1	HOG:D0674419.4a	0.15254237288135594	0.0738805464269805	0.0738805464269805	60	582
tr|A7ENN3|A7ENN3_SCLS1	HOG:D0431826	0.37142857142857144	0.16656380569944443	0.16656380569944443	36	215
tr|A7ENN4|A7ENN4_SCLS1	HOG:D0431826	0.8504672897196262	0.5390800853826664	0.5390800853826664	108	215
tr|A7ENN5|A7ENN5_SCLS1	na	na	na	na	120	na
tr|A7ENN6|A7ENN6_SCLS1	na	na	na	na	77	na
tr|A7ENN7|A7ENN7_SCLS1	HOG:D0690209.4b	1.0	0.998382505416157	0.998382505416157	565	619
tr|A7ENN8|A7ENN8_SCLS1	HOG:D0426936	0.8448275862068966	0.09054942307696957	0.09054942307696957	59	1332
tr|A7ENN9|A7ENN9_SCLS1	HOG:D0423130	1.0	0.9989981528158258	0.9989981528158258	543	501
tr|A7ENP0|A7ENP0_SCLS1	na	na	na	na	100	na
tr|A7ENP1|A7ENP1_SCLS1	HOG:D0427907.1a	1.0	0.99994354360074	0.99994354360074	429	420
tr|A7ENP2|A7ENP2_SCLS1	na	na	na	na	70	na
tr|A7ENP3|A7ENP3_SCLS1	HOG:D0385663	0.9563567362428842	0.05848880757599431	0.008007807467802996	528	341
tr|A7ENP4|A7ENP4_SCLS1	HOG:D0690878	1.0	0.9984921665670623	0.9984921665670623	673	676
tr|A7ENP5|A7ENP5_SCLS1	HOG:D0683110.13c	1.0	0.9982555508112316	0.9982555508112316	476	510
tr|A7ENP6|A7ENP6_SCLS1	HOG:D0681057.2d.8b	1.0	0.9999713593283679	0.9999713593283679	249	248
tr|A7ENP7|A7ENP7_SCLS1	na	na	na	na	849	na
tr|A7ENP8|A7ENP8_SCLS1	na	na	na	na	145	na
sp|A7ENP9|AMPP2_SCLS1	HOG:D0680675.7a	1.0	0.9989314113391167	0.9989314113391167	557	506
tr|A7ENQ0|A7ENQ0_SCLS1	na	na	na	na	335	na
tr|A7ENQ1|A7ENQ1_SCLS1	HOG:D0415468	1.0	0.9985753212640354	0.9985753212640354	746	798
tr|A7ENQ2|A7ENQ2_SCLS1	na	na	na	na	147	na
tr|A7ENQ3|A7ENQ3_SCLS1	HOG:D0418811.1b	0.2571428571428571	0.09995722035476987	0.09995722035476987	36	136
tr|A7ENQ4|A7ENQ4_SCLS1	HOG:D0427577	0.8333333333333334	0.08311673070391665	0.007243992291326094	859	1150
tr|A7ENQ5|A7ENQ5_SCLS1	HOG:D0426183	0.9722222222222222	0.9982136128594973	0.9982136128594973	325	329
tr|A7ENQ6|A7ENQ6_SCLS1	HOG:D0419097	0.9666666666666667	0.14718799204474647	0.007801151829325422	571	539
tr|A7ENQ7|A7ENQ7_SCLS1	HOG:D0427937	1.0	0.9973305429940672	0.9973305429940672	643	721
tr|A7ENQ8|A7ENQ8_SCLS1	HOG:D0380651	0.45588235294117646	0.07907134271082078	0.07907134271082078	69	398
tr|A7ENQ9|A7ENQ9_SCLS1	HOG:D0682944.4b	1.0	0.9991339325830078	0.9991339325830078	372	366
tr|A7ENR0|A7ENR0_SCLS1	HOG:D0679812.6c	1.0	0.9998192691664416	0.9998192691664416	146	146
tr|A7ENR1|A7ENR1_SCLS1	HOG:D0680819.8b.39a	1.0	0.9984471698777212	0.9984471698777212	425	411
tr|A7ENR2|A7ENR2_SCLS1	HOG:D0429957	1.0	0.9964237603762931	0.9964237603762931	1217	1150
tr|A7ENR3|A7ENR3_SCLS1	na	na	na	na	163	na
tr|A7ENR4|A7ENR4_SCLS1	na	na	na	na	72	na
tr|A7ENR5|A7ENR5_SCLS1	HOG:D0429371	0.9984375	0.9968418629148105	0.9968418629148105	641	723
tr|A7ENR6|A7ENR6_SCLS1	na	na	na	na	93	na
tr|A7ENR7|A7ENR7_SCLS1	HOG:D0393553	1.0	0.9997507802988872	0.9997507802988872	693	856
tr|A7ENR8|A7ENR8_SCLS1	HOG:D0671189.4a	1.0	0.9987692200318085	0.9987692200318085	483	517
tr|A7ENR9|A7ENR9_SCLS1	HOG:D0433981.1b	1.0	0.9988853771627875	0.9988853771627875	304	317
tr|A7ENS0|A7ENS0_SCLS1	HOG:D0434695.2b	1.0	0.9985605987352356	0.9985605987352356	498	505
tr|A7ENS1|A7ENS1_SCLS1	HOG:D0680293.9a	1.0	0.9995101089419016	0.9995101089419016	1148	1212
tr|A7ENS2|A7ENS2_SCLS1	HOG:D0436245.1a	1.0	0.9999802624481268	0.9999802624481268	324	323
tr|A7ENS3|A7ENS3_SCLS1	HOG:D0426488.1a	1.0	0.9949665810655507	0.9949665810655507	1398	1322
tr|A7ENS4|A7ENS4_SCLS1	HOG:D0679621.7f.11b	1.0	0.9993618482720601	0.9993618482720601	251	249
tr|A7ENS5|A7ENS5_SCLS1	HOG:D0434866.3a	0.8588235294117647	0.1509068782156661	0.1509068782156661	171	320
tr|A7ENS6|A7ENS6_SCLS1	HOG:D0900078.12c	1.0	0.9996133026144906	0.9996133026144906	340	367
tr|A7ENS7|A7ENS7_SCLS1	HOG:D0426440.2b	0.1896551724137931	0.11269231746533405	0.07831090956888448	59	235
tr|A7ENS8|A7ENS8_SCLS1	HOG:D0426879	1.0	0.9976100986408514	0.9976100986408514	594	539
tr|A7ENS9|A7ENS9_SCLS1	HOG:D0428112	0.27956989247311825	0.06546902380456238	0.06546902380456238	94	1021
tr|A7ENT0|A7ENT0_SCLS1	HOG:D0417516.2b	1.0	0.9994947884057349	0.9994947884057349	457	470
tr|A7ENT1|A7ENT1_SCLS1	HOG:D0357019.2b	0.2839506172839506	0.052055674634409466	0.052055674634409466	82	1588
tr|A7ENT2|A7ENT2_SCLS1	HOG:D0417084	1.0	0.9987120639968323	0.9987120639968323	345	338
tr|A7ENT3|A7ENT3_SCLS1	HOG:D0689060.6a	0.24242424242424243	0.10424558825345769	0.07386900448635902	34	1293
tr|A7ENT4|A7ENT4_SCLS1	HOG:D0421445	0.5275229357798165	0.07873799630381503	0.07873799630381503	437	373
tr|A7ENT5|A7ENT5_SCLS1	HOG:D0421972.1b	0.531055900621118	0.16387367663345045	0.07340067375256042	323	435
tr|A7ENT6|A7ENT6_SCLS1	HOG:D0681355.2b.4b.1b	1.0	0.9998541807720629	0.9998541807720629	1097	1096
tr|A7ENT7|A7ENT7_SCLS1	HOG:D0426151	1.0	0.9992400768523837	0.9992400768523837	193	194
tr|A7ENT8|A7ENT8_SCLS1	HOG:D0682796.5c.15b.23b	1.0	0.9999306449227063	0.9999306449227063	111	110
tr|A7ENT9|A7ENT9_SCLS1	HOG:D0426731	1.0	0.9982723808569484	0.9982723808569484	615	594
tr|A7ENU0|A7ENU0_SCLS1	HOG:D0901893.1a.1b	0.14285714285714285	0.058587792023936144	0.058587792023936144	57	397
tr|A7ENU1|A7ENU1_SCLS1	HOG:D0679329.10ejn	0.20754716981132076	0.07429100225089443	0.07429100225089443	54	1940
tr|A7ENU2|A7ENU2_SCLS1	HOG:D0417514.1b.2b	1.0	0.9999168487556283	0.9999168487556283	708	802
sp|A7ENU3|CLU_SCLS1	HOG:D0680511	1.0	0.9929978486789391	0.9929978486789391	1312	1272
tr|A7ENU4|A7ENU4_SCLS1	HOG:D0683049.6e.10d	1.0	0.998762756182746	0.998762756182746	426	424
tr|A7ENU5|A7ENU5_SCLS1	HOG:D0428567	0.15217391304347827	0.07669519008305187	0.07669519008305187	47	373
tr|A7ENU6|A7ENU6_SCLS1	HOG:D0682389.3b	0.18	0.08744642157894798	0.08744642157894798	51	374
tr|A7ENU7|A7ENU7_SCLS1	HOG:D0410199	0.3368200836820084	0.19628161343764136	0.015540562705671224	479	457
tr|A7ENU8|A7ENU8_SCLS1	HOG:D0679524.7q.10a.9b	1.0	0.9973280181822674	0.9973280181822674	789	853
tr|A7ENU9|A7ENU9_SCLS1	HOG:D0679895.9f.38b	1.0	0.9986866175298986	0.9986866175298986	339	338
tr|A7ENV0|A7ENV0_SCLS1	HOG:D0682518	1.0	0.9999431150089354	0.9999431150089354	66	65
tr|A7ENV1|A7ENV1_SCLS1	HOG:D0430276.4a	1.0	0.9986305663775837	0.9986305663775837	616	615
tr|A7ENV2|A7ENV2_SCLS1	HOG:D0423123.1a	1.0	0.9998522617229784	0.9998522617229784	584	547
tr|A7ENV3|A7ENV3_SCLS1	HOG:D0679972.4c	1.0	0.9991241391067758	0.9991241391067758	292	320
tr|A7ENV4|A7ENV4_SCLS1	HOG:D0426961	1.0	0.9984407051756675	0.9984407051756675	548	570
tr|A7ENV5|A7ENV5_SCLS1	HOG:D0426238	0.14925373134328357	0.07692543132718173	0.07692543132718173	68	827
tr|A7ENV6|A7ENV6_SCLS1	HOG:D0426220	0.8653846153846154	0.08263507481521347	0.08263507481521347	53	1240
tr|A7ENV7|A7ENV7_SCLS1	HOG:D0679831.2b	0.6610169491525424	0.06949005625556672	0.06949005625556672	60	1035
tr|A7ENV8|A7ENV8_SCLS1	na	na	na	na	83	na
tr|A7ENV9|A7ENV9_SCLS1	HOG:D0680438.1a	0.8587479935794543	0.6578239364401095	0.6578239364401095	624	937
tr|A7ENW0|A7ENW0_SCLS1	HOG:D0426902	1.0	0.9994711014777901	0.9994711014777901	147	146
tr|A7ENW1|A7ENW1_SCLS1	HOG:D0681374.4a	1.0	0.9984939950917076	0.9984939950917076	438	538
tr|A7ENW2|A7ENW2_SCLS1	HOG:D0680174	1.0	0.9983097689412339	0.9983097689412339	560	565
tr|A7ENW3|A7ENW3_SCLS1	HOG:D0426247	0.9744623655913979	0.9951678721592088	0.9951678721592088	745	691
tr|A7ENW4|A7ENW4_SCLS1	HOG:D0428581	1.0	0.9951024887929726	0.9951024887929726	1197	1194
tr|A7ENW5|A7ENW5_SCLS1	HOG:D0679329.10fgd	1.0	0.9955143628596597	0.9955143628596597	762	735
tr|A7ENW6|A7ENW6_SCLS1	HOG:D0426634.2b	1.0	0.9989962782939386	0.9989962782939386	266	251
tr|A7ENW7|A7ENW7_SCLS1	HOG:D0679329.10giy	0.9980314960629921	0.9937323189058863	0.9937323189058863	1017	1197
tr|A7ENW8|A7ENW8_SCLS1	HOG:D0690452.3b.1b	1.0	0.9949641053752334	0.9949641053752334	1411	1415
tr|A7ENW9|A7ENW9_SCLS1	na	na	na	na	94	na
tr|A7ENX0|A7ENX0_SCLS1	HOG:D0426739.2d	1.0	0.999911043629076	0.999911043629076	742	727
tr|A7ENX1|A7ENX1_SCLS1	na	na	na	na	162	na
tr|A7ENX2|A7ENX2_SCLS1	na	na	na	na	172	na
tr|A7ENX3|A7ENX3_SCLS1	HOG:D0686028.22a	1.0	0.9994235272860618	0.9994235272860618	454	453
tr|A7ENX4|A7ENX4_SCLS1	HOG:D0417312	1.0	0.999230926702293	0.999230926702293	229	288
tr|A7ENX5|A7ENX5_SCLS1	HOG:D0427935	0.4904397705544933	0.996462577311087	0.996462577311087	1047	1046
tr|A7ENX6|A7ENX6_SCLS1	HOG:D0417610	0.06481481481481481	0.14199102638650218	0.14199102638650218	109	1821
tr|A7ENX7|A7ENX7_SCLS1	HOG:D0679783.6d.15ac	0.21428571428571427	0.10762802131408655	0.029288929205131813	43	595
tr|A7ENX8|A7ENX8_SCLS1	na	na	na	na	175	na
tr|A7ENX9|A7ENX9_SCLS1	na	na	na	na	123	na
tr|A7ENY0|A7ENY0_SCLS1	na	na	na	na	142	na
tr|A7ENY1|A7ENY1_SCLS1	na	na	na	na	158	na
tr|A7ENY2|A7ENY2_SCLS1	na	na	na	na	172	na
tr|A7ENY3|A7ENY3_SCLS1	HOG:D0416954	0.43478260869565216	0.11513350800402378	0.11513350800402378	47	2071
tr|A7ENY4|A7ENY4_SCLS1	HOG:D0426530	1.0	0.9977120629765603	0.9977120629765603	444	432
tr|A7ENY5|A7ENY5_SCLS1	na	na	na	na	201	na
tr|A7ENY6|A7ENY6_SCLS1	na	na	na	na	231	na
tr|A7ENY7|A7ENY7_SCLS1	na	na	na	na	203	na
tr|A7ENY8|A7ENY8_SCLS1	HOG:D0411580	0.19148936170212766	0.09482612486717146	0.09482612486717146	48	470
tr|A7ENY9|A7ENY9_SCLS1	na	na	na	na	110	na
tr|A7ENZ0|A7ENZ0_SCLS1	HOG:D0435028.1a.10b	0.9380733944954128	0.31289134909731453	0.06611369020436372	437	476
tr|A7ENZ1|A7ENZ1_SCLS1	HOG:D0412656	0.3302752293577982	0.05756133001847595	0.05756133001847595	110	111
tr|A7ENZ2|A7ENZ2_SCLS1	HOG:D0671640.1b.3c	1.0	0.9997154899298581	0.9997154899298581	262	261
tr|A7ENZ3|A7ENZ3_SCLS1	HOG:D0426812.1a	1.0	0.9999074495779187	0.9999074495779187	225	224
tr|A7ENZ4|A7ENZ4_SCLS1	HOG:D0426924	0.996996996996997	0.9983843688803551	0.9983843688803551	334	228
tr|A7ENZ5|A7ENZ5_SCLS1	HOG:D0435959	1.0	0.9991424028946864	0.9991424028946864	469	477
tr|A7ENZ6|A7ENZ6_SCLS1	HOG:D0681564	0.75	0.08661577861811802	0.08661577861811802	73	2612
tr|A7ENZ7|A7ENZ7_SCLS1	na	na	na	na	89	na
tr|A7ENZ8|A7ENZ8_SCLS1	na	na	na	na	398	na
tr|A7ENZ9|A7ENZ9_SCLS1	HOG:D0671512.1b.1a	1.0	0.9993188671322376	0.9993188671322376	248	245
tr|A7EP00|A7EP00_SCLS1	HOG:D0680024.4c	1.0	0.9994580202540078	0.9994580202540078	467	459
tr|A7EP01|A7EP01_SCLS1	HOG:D0434478.2a	0.9882022471910112	0.9945680755670352	0.9945680755670352	1781	1782
tr|A7EP02|A7EP02_SCLS1	HOG:D0424539.2a.2a	0.8412698412698413	0.724113279269888	0.724113279269888	64	272
tr|A7EP03|A7EP03_SCLS1	na	na	na	na	82	na
tr|A7EP04|A7EP04_SCLS1	HOG:D0424013	0.6629213483146067	0.23641331964028295	0.007315467941803655	179	1294
tr|A7EP05|A7EP05_SCLS1	na	na	na	na	1025	na
tr|A7EP06|A7EP06_SCLS1	HOG:D0680337.2b	1.0	0.9995539190177976	0.9995539190177976	166	165
tr|A7EP07|A7EP07_SCLS1	HOG:D0415633.1d	0.13793103448275862	0.05658073749509453	0.05658073749509453	59	770
tr|A7EP08|A7EP08_SCLS1	na	na	na	na	98	na
tr|A7EP09|A7EP09_SCLS1	HOG:D0427024	0.9792746113989638	0.995854475705038	0.995854475705038	773	729
tr|A7EP10|A7EP10_SCLS1	HOG:D0426560	1.0	0.999139382029169	0.999139382029169	192	270
tr|A7EP11|A7EP11_SCLS1	na	na	na	na	419	na
tr|A7EP12|A7EP12_SCLS1	na	na	na	na	93	na
tr|A7EP13|A7EP13_SCLS1	HOG:D0704187.1a	0.13559322033898305	0.05554392943622141	0.05554392943622141	60	212
tr|A7EP14|A7EP14_SCLS1	na	na	na	na	110	na
tr|A7EP15|A7EP15_SCLS1	na	na	na	na	143	na
tr|A7EP16|A7EP16_SCLS1	na	na	na	na	1586	na
tr|A7EP17|A7EP17_SCLS1	HOG:D0899995.2a	1.0	0.9997705476561877	0.9997705476561877	247	246
tr|A7EP18|A7EP18_SCLS1	na	na	na	na	71	na
tr|A7EP19|A7EP19_SCLS1	na	na	na	na	229	na
tr|A7EP20|A7EP20_SCLS1	na	na	na	na	75	na
tr|A7EP21|A7EP21_SCLS1	na	na	na	na	88	na
tr|A7EP22|A7EP22_SCLS1	HOG:D0416990	0.7615384615384615	0.05529687714059175	0.024640196719470688	131	744
tr|A7EP23|A7EP23_SCLS1	HOG:D0413073	0.5338983050847458	0.09746194817539537	0.09746194817539537	473	469
tr|A7EP24|A7EP24_SCLS1	HOG:D0680001.8e.3a	1.0	0.9965192537842237	0.9965192537842237	371	380
tr|A7EP25|A7EP25_SCLS1	HOG:D0393490	1.0	0.9994499614744522	0.9994499614744522	780	961
tr|A7EP26|A7EP26_SCLS1	HOG:D0392173.2b	1.0	0.9999938863197249	0.9999938863197249	438	437
tr|A7EP27|A7EP27_SCLS1	HOG:D0433928	0.75	0.06803837422625582	0.06803837422625582	73	1841
tr|A7EP28|A7EP28_SCLS1	HOG:D0416926	0.26666666666666666	0.21867310901792095	0.21867310901792095	61	638
tr|A7EP29|A7EP29_SCLS1	na	na	na	na	382	na
tr|A7EP30|A7EP30_SCLS1	HOG:D0393562.3at	1.0	0.9999998690641189	0.9999998690641189	551	550
tr|A7EP31|A7EP31_SCLS1	HOG:D0679329.10ejn	0.7920792079207921	0.06992056153216453	0.06992056153216453	102	1940
tr|A7EP32|A7EP32_SCLS1	HOG:D0685861.7hv.98b	0.5028409090909091	0.31094802898827323	0.005474257841924699	1057	666
tr|A7EP33|A7EP33_SCLS1	na	na	na	na	96	na
tr|A7EP34|A7EP34_SCLS1	HOG:D0683317.4b.2b.1e.6a	1.0	0.9996123972999912	0.9996123972999912	496	502
tr|A7EP35|A7EP35_SCLS1	HOG:D0394013.2c	1.0	0.9999956589810193	0.9999956589810193	141	140
tr|A7EP36|A7EP36_SCLS1	HOG:D0418993	1.0	0.9996946843904376	0.9996946843904376	343	311
tr|A7EP37|A7EP37_SCLS1	na	na	na	na	58	na
tr|A7EP38|A7EP38_SCLS1	HOG:D0426837	0.20512820512820512	0.08720611106510977	0.08720611106510977	40	650
tr|A7EP39|A7EP39_SCLS1	HOG:D0429575	0.5555555555555556	0.09257841305387374	0.09257841305387374	46	1011
tr|A7EP40|A7EP40_SCLS1	HOG:D0427039	0.9917610710607621	0.9967271717760283	0.9967271717760283	972	941
tr|A7EP41|A7EP41_SCLS1	HOG:D0430380.1b	1.0	0.9993787987775747	0.9993787987775747	259	283
tr|A7EP42|A7EP42_SCLS1	HOG:D0420304	1.0	0.9987193800769181	0.9987193800769181	574	725
tr|A7EP43|A7EP43_SCLS1	na	na	na	na	168	na
tr|A7EP44|A7EP44_SCLS1	HOG:D0430050.1b	1.0	0.9995790387934073	0.9995790387934073	404	400
tr|A7EP45|A7EP45_SCLS1	HOG:D0436943	0.21875	0.07405786178087471	0.07405786178087471	33	335
tr|A7EP46|A7EP46_SCLS1	HOG:D0393572.2b	1.0	0.9999740481712716	0.9999740481712716	357	356
tr|A7EP47|A7EP47_SCLS1	HOG:D0432037.1a	1.0	0.9999519829324957	0.9999519829324957	235	238
tr|A7EP48|A7EP48_SCLS1	na	na	na	na	213	na
tr|A7EP49|A7EP49_SCLS1	HOG:D0681134.2k	0.9679020516214427	0.05665846623519563	0.001653470814102649	3023	3061
tr|A7EP50|A7EP50_SCLS1	HOG:D0679357.8c.36a.12a	1.0	0.9990508133106281	0.9990508133106281	498	494
tr|A7EP51|A7EP51_SCLS1	HOG:D0417796	1.0	0.9975837771381012	0.9975837771381012	669	693
tr|A7EP52|A7EP52_SCLS1	na	na	na	na	892	na
tr|A7EP53|A7EP53_SCLS1	HOG:D0671250.5c.4c	1.0	0.9998989374609328	0.9998989374609328	369	367
tr|A7EP54|A7EP54_SCLS1	HOG:D0416181	1.0	0.998571439738778	0.998571439738778	692	765
tr|A7EP55|A7EP55_SCLS1	HOG:D0681480	0.5405405405405406	0.05495789736391884	0.05495789736391884	75	1257
tr|A7EP56|A7EP56_SCLS1	na	na	na	na	92	na
tr|A7EP57|A7EP57_SCLS1	HOG:D0415453	0.812807881773399	0.211773478298464	0.024826037258196522	204	625
tr|A7EP58|A7EP58_SCLS1	na	na	na	na	178	na
tr|A7EP59|A7EP59_SCLS1	HOG:D0425108	0.21875	0.07400198595801966	0.07400198595801966	33	475
tr|A7EP60|A7EP60_SCLS1	HOG:D0421748	1.0	0.9982740075432935	0.9982740075432935	321	255
tr|A7EP61|A7EP61_SCLS1	na	na	na	na	167	na
tr|A7EP62|A7EP62_SCLS1	HOG:D0686074	1.0	0.9976758242132823	0.9976758242132823	512	569
tr|A7EP63|A7EP63_SCLS1	na	na	na	na	71	na
tr|A7EP64|A7EP64_SCLS1	na	na	na	na	122	na
tr|A7EP65|A7EP65_SCLS1	HOG:D0680124.3b	0.23333333333333334	0.07975911047257926	0.07975911047257926	31	193
tr|A7EP66|A7EP66_SCLS1	HOG:D0679663.7d.12a	0.5263157894736842	0.08731788868613356	0.08731788868613356	58	2110
tr|A7EP67|A7EP67_SCLS1	HOG:D0900134.2a.16a.58f.54b.22a	1.0	0.9999307493347823	0.9999307493347823	486	490
tr|A7EP68|A7EP68_SCLS1	HOG:D0426878.1b	1.0	0.9998504102771939	0.9998504102771939	163	168
tr|A7EP69|A7EP69_SCLS1	HOG:D0688854	1.0	0.9976299926052337	0.9976299926052337	292	269
tr|A7EP70|A7EP70_SCLS1	HOG:D0680013.8h.19b	1.0	0.9984132914367901	0.9984132914367901	617	618
tr|A7EP71|A7EP71_SCLS1	HOG:D0900014.2b	1.0	0.998979821705323	0.998979821705323	610	599
tr|A7EP72|A7EP72_SCLS1	HOG:D0434102	1.0	0.9964253042838507	0.9964253042838507	800	762
tr|A7EP73|A7EP73_SCLS1	HOG:D0899983.5g	1.0	0.9995181328819632	0.9995181328819632	264	263
tr|A7EP74|A7EP74_SCLS1	HOG:D0680069.7d.60c	1.0	0.999128286459336	0.999128286459336	359	396
tr|A7EP75|A7EP75_SCLS1	HOG:D0430010.1b.2a	1.0	0.9992407900934139	0.9992407900934139	875	785
tr|A7EP76|A7EP76_SCLS1	HOG:D0680584	1.0	0.9984714774471732	0.9984714774471732	493	518
tr|A7EP77|A7EP77_SCLS1	HOG:D0426245	1.0	0.9973345997223689	0.9973345997223689	774	807
tr|A7EP78|A7EP78_SCLS1	HOG:D0680260.10bk	1.0	0.9996671714122699	0.9996671714122699	503	520
tr|A7EP79|A7EP79_SCLS1	HOG:D0680996.1a	1.0	0.997782167857913	0.997782167857913	706	722
tr|A7EP80|A7EP80_SCLS1	HOG:D0701179.2a.4a	1.0	0.999320632289884	0.999320632289884	184	179
tr|A7EP81|A7EP81_SCLS1	HOG:D0679329.10ike	1.0	0.995158240831981	0.995158240831981	1263	1257
tr|A7EP82|A7EP82_SCLS1	HOG:D0679505.6c	1.0	0.9988567729714053	0.9988567729714053	527	545
tr|A7EP83|A7EP83_SCLS1	HOG:D0682494.9q.158de.379a.319a	1.0	0.9992512423871353	0.9992512423871353	574	570
tr|A7EP84|A7EP84_SCLS1	HOG:D0417394	0.9816053511705686	0.9962973899171859	0.9962973899171859	1197	1173
tr|A7EP85|A7EP85_SCLS1	na	na	na	na	79	na
tr|A7EP86|A7EP86_SCLS1	HOG:D0671244.4a.2d	1.0	0.9997255069693916	0.9997255069693916	361	360
tr|A7EP87|A7EP87_SCLS1	HOG:D0426237	1.0	0.9979935936319778	0.9979935936319778	663	694
tr|A7EP88|A7EP88_SCLS1	na	na	na	na	158	na
tr|A7EP89|A7EP89_SCLS1	na	na	na	na	94	na
